found_helpful,#comments,harvest_brand,harvest_product_description,publish_time,retailer_product_code,review_date,review_rating,review_text,review_title,top_reviewer_flag,upc,url,verified_purchase,vine_voice,manufacturer_response,manufacturer_response_text,parent_review,syndicated_from,direct_review_url,purchase_time,user_level,variants,image_url
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-24T09:58:31","5","味道跟普通牛奶比有点奇怪但是可以接受为了宝宝哺***喝的",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-29T12:02:44","5","苏宁方便",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-28T12:10:21","5","很好的老婆喜欢",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-25T08:38:22","5","好喝，是正品",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-21T09:20:48","5","日期新鲜，包装严实，物美价廉，服务周到，发货神速，物流给力！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-21T09:13:36","5","日期新鲜，包装完好，物美价廉，服务周到，发货神速，物流给力！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-30T11:31:25","5","还好吧！有点味道不习惯！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-18T21:07:02","5","物美价廉，包装严实，服务周到，发货神速，物流给力！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-27T22:13:15","5","好评，口感不错",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-21T12:54:26","5","老婆喝着不错，以前都喝小包装的，这次直接让我买大罐的，实惠超值！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-23T10:50:38","5","可以",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-21T09:18:02","5","物美价廉，日期新鲜，包装严实，服务周到，发货神速，物流给力！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-20T08:32:21","5","物美价廉，日期新鲜，发货神速，服务周到，物流给力！",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-17T11:12:54","5","还行吧",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-16T10:20:48","4","第二罐了，不错",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-24T16:42:33","5","一般吧感觉 有点甜",,,,"http://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
