found_helpful,#comments,harvest_brand,harvest_product_description,publish_time,retailer_product_code,review_date,review_rating,review_text,review_title,top_reviewer_flag,upc,url,verified_purchase,vine_voice,manufacturer_response,manufacturer_response_text,parent_review,syndicated_from,direct_review_url,purchase_time,user_level,variants,image_url
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-07T21:26:04","5","比超市便宜，口感很好，价格也比较实惠，孕期正好服用。",,,,"https://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-09T22:57:46","5","很好，很喜欢。",,,,"https://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-09T17:46:52","5","正在饮用，正品",,,,"https://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 妈妈孕产妇营养配方奶粉 （孕期哺乳期适用）900g罐装",,"102878789","2018-03-08T11:36:56","5","老婆喜欢一直喝的这款",,,,"https://product.suning.com/0030000198/102878789.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 雀巢妈妈孕产妇营养配方奶粉（孕期哺乳期适用）400g盒装DHA叶酸和钙",,"102878788","2018-03-07T18:13:35","5","一直在苏宁买东西，非常不错",,,,"https://product.suning.com/0030000198/102878788.html",,,,,,,,,,,""
,,"雀巢 产地","自营 雀巢 (Nestle) 雀巢妈妈孕产妇营养配方奶粉（孕期哺乳期适用）400g盒装DHA叶酸和钙",,"102878788","2018-03-13T16:40:52","5","不错，包装比狗东靠谱多了",,,,"https://product.suning.com/0030000198/102878788.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-01T12:35:34","5","价格便宜，徝得购买",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T04:51:05","5","不错不错不错不错不错非常好很满意不错不错不错",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T19:11:46","5","苏宁自营还是很放心的，物流好快。",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T18:59:36","5","还可以",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T18:27:54","5","可以",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T17:46:03","5","还不错，发货也快",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T16:53:57","5","好",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-06T14:05:33","5","还没喝",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-07T22:32:46","5","henhao /补偿///////////////////////////////////////////////",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T08:05:19","5","商品包装完好，生产日期新，苏宁送货快速，服务态度好，满意。",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-08T23:59:36","5","卖家服务态度好，发货速度快，很满意的一次购物。",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-09T10:07:27","5","超级快啊，这物流可以和某东比肩的节奏啦",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-07T12:20:11","5","奶粉不错，味道挺好的，孩子喜欢喝了。",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-08T21:00:44","5","挺好的，挺实惠的。",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-06T18:03:08","5","是正品，很满意",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-06T12:09:14","5","好",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-15T00:32:50","5","快递速度真心快啊，第二天就到货了，快递员很负责任，开箱验货，态度也很好，等到确认无误了才离开。服务上很满意，大品牌店的商品就是不一样，整体外观很漂亮，质感很好，看起来很高档啊，用着都不错，没有任何问题，卖家服务态度特别的好，而且还送了赠品，质量也都不错的，省了不少钱呢，价格还那么便宜，总之，就是很满意哈，因为比本地便宜好多好多啊，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，非常值得推荐，很满意，赞！",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-15T19:27:44","5","我很喜欢的，质量杠杠的，孩子也很喜欢呢，大牌子，有保证",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-12T22:16:04","5","发货快，东西不错，是正品的，价格实惠，挺满意",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
,,"雀巢(Nestle) 产地","自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克",,"610800872","2018-03-12T14:01:21","5","发货快，东西不错，是正品的，价格实惠，挺满意",,,,"https://product.suning.com/0030000198/610800872.html",,,,,,,,,,,""
