store,sub_store,url,rpc,title,review_id,creation_date,username,review_text,review_rating,variant_1,variant_2,device,job_id,download_time
JD,,http://item.jd.com/1334301709.html,1334301709,雀巢（Nestle） 特别能恩早产儿/低出生体重婴儿配方奶粉2段400g/克新包装 (*4罐),11203088047,2018-01-30 15:46:46,j***5,宝贝收到，查了一下条码是真的，,5,(*4罐),,,58340506,2018-02-02 15:58:32
JD,,http://item.jd.com/1334301709.html,1334301709,雀巢（Nestle） 特别能恩早产儿/低出生体重婴儿配方奶粉2段400g/克新包装 (*4罐),11199649238,2018-01-29 13:56:52,j***k,不错，下次再购买,5,(*4罐),,,58340506,2018-02-02 15:58:32
JD,,http://item.jd.com/1334301709.html,1334301709,雀巢（Nestle） 特别能恩早产儿/低出生体重婴儿配方奶粉2段400g/克新包装 (*4罐),11193972748,2018-01-27 11:50:52,落***殇,不错,5,(*4罐),,,58340506,2018-02-02 15:58:32
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11211103872,2018-02-01 23:52:47,j***6,奶粉不错，挺香的，可能我家宝不适应吧，喝了后嗓子呼噜呼噜的。,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11211010624,2018-02-01 23:07:12,j***7,奶粉不错是正品，物流超级快，快递直接送家，态度很不错。,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11210971265,2018-02-01 22:52:28,毁***风,宝宝长湿疹，医生建议喝的，买来试试,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11210952475,2018-02-01 22:45:44,j***1,小孩一直喝这个牌子的奶粉，感觉挺好的。体重一直在增加。,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11210793952,2018-02-01 21:57:14,阳***武,还没用，不知道怎么样，为什么没有开发票,3,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11210417738,2018-02-01 20:19:16,深***g,大宝和二宝都是在京东买口粮，发货速度快。,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11209893391,2018-02-01 17:41:28,s***n,今天晚上吃红烧狮子头,5,1段 800g,1,,58340507,2018-02-02 15:59:04
JD,,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11209101495,2018-02-01 13:39:22,1***p,相信京东质量过硬，值得信赖,5,1段 800g,1,,58340507,2018-02-02 15:59:04
